Employee ID,Age,Gender,Department,Job Role,Monthly Income,Years at Company,Job Satisfaction,Performance Rating,Work-Life Balance,Attrition
EMP1169,38,Female,Sales,Manager,14450,12,2,3,2,No
EMP1170,31,Non-Binary,Human Resources,Manager,20590,4,4,3,4,No
EMP1171,33,Male,Research & Development,Laboratory Technician,4547,4,3,3,2,Yes
EMP1172,37,Female,IT,Data Analyst,14767,16,4,3,2,No
EMP1173,45,Male,Research & Development,Manager,18925,4,2,3,2,No
EMP1174,40,Female,Research & Development,Laboratory Technician,7173,1,1,3,3,No
EMP1175,29,Female,Research & Development,Manager,19945,1,3,3,3,No
EMP1176,52,Female,Research & Development,Research Scientist,8815,6,1,4,2,No
EMP1177,42,Non-Binary,IT,Software Engineer,10954,6,4,4,3,No
EMP1178,38,Male,Research & Development,Laboratory Technician,7624,1,2,2,4,No
EMP1179,44,Female,Research & Development,Research Scientist,8702,2,3,1,3,No
EMP1180,58,Female,Research & Development,Research Scientist,16106,23,1,4,4,No
EMP1181,37,Male,Research & Development,Manufacturing Director,14221,0,2,3,2,Yes
EMP1182,27,Non-Binary,Human Resources,Manager,15691,2,4,3,2,No
EMP1183,29,Male,IT,Manager,15854,0,1,3,3,No
EMP1184,46,Female,Research & Development,Research Scientist,7816,8,3,3,3,Yes
EMP1185,39,Male,Finance,Financial Analyst,9316,0,4,3,3,Yes
EMP1186,46,Male,IT,Data Analyst,8359,5,3,4,4,Yes
EMP1187,33,Female,Research & Development,Research Scientist,9774,0,4,3,4,No
EMP1188,36,Female,Research & Development,Manufacturing Director,16417,5,1,2,4,No
EMP1189,47,Male,Finance,Financial Analyst,12727,9,2,2,3,No
EMP1190,47,Male,Research & Development,Laboratory Technician,7677,2,4,3,2,Yes
EMP1191,53,Female,IT,Manager,15029,3,4,3,3,No
EMP1192,31,Male,Research & Development,Manager,15006,2,3,3,2,No
EMP1193,37,Male,Research & Development,Manufacturing Director,14678,1,3,1,2,No
EMP1194,28,Female,Sales,Manager,13496,8,3,4,2,No
EMP1195,38,Female,Research & Development,Manufacturing Director,17566,1,1,2,3,No
EMP1196,44,Male,Finance,Manager,15627,6,4,1,2,No
EMP1197,47,Female,Research & Development,Research Scientist,11484,1,3,3,1,No
EMP1198,42,Female,Research & Development,Manager,15561,1,3,3,3,No
EMP1199,43,Female,Finance,Accountant,4299,2,4,3,3,No
EMP1200,28,Male,Research & Development,Manager,11441,4,2,4,4,Yes
EMP1201,35,Male,Research & Development,Research Scientist,11946,3,2,4,3,Yes
EMP1202,36,Male,IT,Software Engineer,11929,6,4,3,2,No
EMP1203,28,Male,Human Resources,Manager,13827,1,4,3,2,No
EMP1204,30,Female,Sales,Sales Representative,3195,0,3,3,2,Yes
EMP1205,29,Male,Research & Development,Manufacturing Director,14675,7,1,3,4,Yes
EMP1206,44,Female,Research & Development,Research Scientist,11650,8,2,2,4,No
EMP1207,50,Male,Research & Development,Research Scientist,10553,0,3,4,2,No
EMP1208,39,Male,Research & Development,Manufacturing Director,15725,4,2,2,3,No
EMP1209,52,Female,Research & Development,Research Scientist,8704,2,4,2,4,No
EMP1210,51,Male,Sales,Sales Executive,8000,7,4,3,3,No
EMP1211,56,Male,Research & Development,Manufacturing Director,15343,10,4,3,4,No
EMP1212,39,Female,Sales,Sales Executive,6856,9,2,1,2,Yes
EMP1213,38,Male,Research & Development,Manager,14208,7,4,2,2,No
EMP1214,35,Female,IT,Data Analyst,7424,1,2,3,4,Yes
EMP1215,52,Female,Human Resources,Manager,18826,8,1,3,3,No
EMP1216,45,Male,Research & Development,Laboratory Technician,4486,3,1,3,3,No
EMP1217,56,Female,Sales,Sales Executive,3392,0,2,3,3,No
EMP1218,55,Male,Sales,Sales Executive,5275,3,4,3,3,Yes
EMP1219,24,Male,Research & Development,Manager,18920,6,2,4,4,No
EMP1220,58,Male,Sales,Manager,14446,10,2,3,2,No
EMP1221,47,Male,Research & Development,Research Scientist,9905,0,4,2,3,No
EMP1222,44,Female,Sales,Manager,17674,6,1,3,4,No
EMP1223,36,Male,IT,IT Support,7938,8,4,3,3,No
EMP1224,25,Male,Research & Development,Manufacturing Director,13791,1,2,2,3,No
EMP1225,50,Male,Sales,Manager,12781,3,1,3,4,No
EMP1226,43,Female,IT,IT Support,7964,6,4,1,4,No
EMP1227,46,Male,Research & Development,Laboratory Technician,3754,2,1,1,3,Yes
EMP1228,34,Male,Sales,Manager,12631,0,3,3,3,Yes
EMP1229,39,Female,Research & Development,Laboratory Technician,5721,6,2,3,4,No
EMP1230,54,Male,Research & Development,Research Scientist,11072,12,1,4,4,No
EMP1231,37,Male,Human Resources,Manager,13337,5,1,3,4,No
EMP1232,23,Male,Sales,Sales Executive,4628,5,1,3,3,No
EMP1233,56,Male,Research & Development,Manufacturing Director,17562,2,1,3,3,No
EMP1234,55,Female,Sales,Sales Representative,5879,1,4,3,3,No
EMP1235,51,Male,Sales,Sales Representative,8422,5,3,1,4,No
EMP1236,34,Male,IT,Data Analyst,7638,1,2,4,4,No
EMP1237,34,Male,Human Resources,HR Partner,6221,9,3,4,2,No
EMP1238,39,Female,Research & Development,Manager,11126,0,4,2,3,No
EMP1239,53,Female,Research & Development,Manufacturing Director,12180,2,4,2,3,No
EMP1240,53,Male,Sales,Sales Executive,4931,2,4,2,4,No
EMP1241,56,Female,IT,Data Analyst,10514,13,4,3,3,No
EMP1242,50,Female,Sales,Sales Executive,4232,0,2,3,3,No
EMP1243,50,Female,Sales,Sales Representative,4956,0,2,4,1,Yes
EMP1244,37,Female,Research & Development,Manager,16771,1,3,3,3,Yes
EMP1245,31,Male,Research & Development,Manager,20184,8,3,3,1,No
EMP1246,51,Male,Research & Development,Laboratory Technician,4025,1,3,3,4,No
EMP1247,46,Male,Sales,Sales Representative,6163,1,3,3,4,No
EMP1248,41,Male,Research & Development,Manufacturing Director,17276,0,4,3,3,No
EMP1249,26,Non-Binary,Research & Development,Manager,13595,6,4,3,3,No
EMP1250,22,Male,Sales,Manager,14145,0,3,3,4,No
EMP1251,51,Male,IT,Manager,17459,2,4,3,2,No
EMP1252,24,Female,Sales,Sales Representative,8095,1,2,3,2,No
EMP1253,35,Male,Research & Development,Research Scientist,8592,4,1,3,4,No
EMP1254,51,Male,Research & Development,Research Scientist,10264,6,2,3,4,Yes
EMP1255,25,Male,Sales,Manager,17392,3,3,3,4,No
EMP1256,39,Male,Research & Development,Laboratory Technician,6963,13,1,3,2,Yes
EMP1257,58,Female,IT,Software Engineer,11348,15,4,3,2,No
EMP1258,46,Male,Sales,Sales Representative,6951,2,2,3,1,Yes
EMP1259,22,Male,Finance,Financial Analyst,10428,4,3,3,2,Yes
EMP1260,36,Male,Research & Development,Manager,12765,6,1,1,4,No
EMP1261,30,Male,Sales,Manager,15867,11,1,3,2,No
EMP1262,36,Female,Research & Development,Manager,16859,2,4,3,4,No
EMP1263,45,Male,Research & Development,Manager,14696,3,3,4,2,No
EMP1264,25,Male,Human Resources,Recruiter,4419,2,4,3,3,Yes
EMP1265,33,Female,IT,Data Analyst,9084,9,4,3,4,No
EMP1266,58,Female,IT,Software Engineer,6262,1,2,3,2,Yes
EMP1267,58,Male,Finance,Financial Analyst,8730,1,2,2,3,No
EMP1268,27,Female,IT,Software Engineer,9792,2,4,3,3,No
EMP1269,45,Female,Research & Development,Manager,16165,1,4,3,2,No
EMP1270,32,Female,Research & Development,Laboratory Technician,7072,4,3,3,3,No
EMP1271,34,Male,Research & Development,Manufacturing Director,12269,0,4,3,3,No
EMP1272,55,Non-Binary,Sales,Manager,19035,1,4,3,3,No
EMP1273,46,Male,Human Resources,HR Partner,10121,12,2,4,4,Yes
EMP1274,28,Male,Research & Development,Manufacturing Director,18808,2,3,3,3,No
EMP1275,25,Male,Sales,Sales Executive,4395,6,4,3,1,No
EMP1276,29,Male,Sales,Manager,13273,0,3,4,3,No
EMP1277,41,Female,Research & Development,Laboratory Technician,5894,1,1,4,1,No
EMP1278,50,Male,Research & Development,Manager,19001,8,2,2,3,Yes
EMP1279,31,Male,Research & Development,Manager,14612,7,1,1,3,No
EMP1280,55,Female,Research & Development,Manager,13155,2,2,2,2,No
EMP1281,47,Male,Research & Development,Research Scientist,10521,15,4,3,4,No
EMP1282,24,Male,Research & Development,Manufacturing Director,16874,6,1,4,4,No
EMP1283,27,Male,Sales,Sales Representative,5880,9,2,3,4,No
EMP1284,26,Male,Sales,Manager,16023,2,2,3,3,No
EMP1285,26,Male,Research & Development,Manager,10921,1,3,4,3,Yes
EMP1286,44,Female,Research & Development,Laboratory Technician,5362,4,3,3,4,No
EMP1287,30,Male,Sales,Sales Representative,4639,5,2,3,3,Yes
EMP1288,56,Male,Research & Development,Manager,14260,0,1,4,4,No
EMP1289,41,Female,Sales,Manager,16590,7,2,4,1,No
EMP1290,56,Female,Research & Development,Manager,13736,0,3,4,1,No
EMP1291,39,Male,Research & Development,Manufacturing Director,18346,3,2,3,4,Yes
EMP1292,38,Male,Research & Development,Laboratory Technician,3489,2,4,3,4,No
EMP1293,45,Male,IT,Data Analyst,13091,6,3,2,4,No
EMP1294,24,Male,Sales,Sales Representative,6121,1,1,3,4,Yes
EMP1295,53,Male,Finance,Financial Analyst,8851,8,4,4,2,No
EMP1296,56,Male,Research & Development,Laboratory Technician,4902,4,2,3,2,No
EMP1297,59,Female,Research & Development,Research Scientist,12103,7,3,3,4,No
EMP1298,34,Male,Research & Development,Laboratory Technician,6548,16,2,3,2,Yes
EMP1299,46,Female,Research & Development,Manager,15052,5,3,1,3,No
EMP1300,30,Male,Research & Development,Manager,15341,12,4,3,3,No
EMP1301,25,Female,Research & Development,Research Scientist,6245,0,4,2,1,Yes
EMP1302,35,Female,Sales,Sales Representative,3671,2,2,3,2,Yes
EMP1303,58,Female,Sales,Sales Representative,5030,0,2,2,3,No
EMP1304,55,Male,Research & Development,Manager,18036,1,3,4,4,No
EMP1305,32,Female,Research & Development,Laboratory Technician,7987,9,4,3,4,No
EMP1306,24,Male,Research & Development,Manufacturing Director,19657,0,4,3,3,No
EMP1307,49,Female,Sales,Manager,19987,3,1,2,3,No
EMP1308,50,Male,Human Resources,Recruiter,6887,4,1,4,2,No
EMP1309,30,Male,IT,Manager,17841,4,3,3,2,No
EMP1310,24,Male,Finance,Financial Analyst,11775,3,1,3,3,No
EMP1311,46,Male,Research & Development,Manager,21206,7,2,3,1,No
EMP1312,55,Male,Human Resources,HR Partner,4126,0,1,3,2,Yes
EMP1313,33,Male,IT,Manager,14579,1,3,2,3,No
EMP1314,30,Non-Binary,Research & Development,Laboratory Technician,4316,4,4,3,3,No
EMP1315,36,Female,Research & Development,Manufacturing Director,20493,5,4,3,1,Yes
EMP1316,46,Non-Binary,Finance,Financial Analyst,7011,2,2,4,3,No
EMP1317,26,Male,Research & Development,Manufacturing Director,12349,8,3,3,3,No
EMP1318,32,Female,Research & Development,Research Scientist,11788,2,4,3,1,Yes
EMP1319,55,Female,Sales,Sales Representative,5256,2,1,2,4,No
EMP1320,45,Female,Sales,Manager,18591,0,3,3,1,No
EMP1321,36,Female,IT,Software Engineer,8326,4,3,2,4,No
EMP1322,59,Male,Research & Development,Manager,17429,6,2,2,1,Yes
EMP1323,29,Female,Research & Development,Laboratory Technician,3319,0,3,3,4,No
EMP1324,26,Male,Sales,Sales Representative,3535,1,1,3,1,Yes
EMP1325,47,Male,Research & Development,Laboratory Technician,6498,7,3,3,4,No
EMP1326,39,Male,Research & Development,Manager,18265,2,2,3,3,No
EMP1327,27,Female,Sales,Manager,10373,1,2,2,4,No
EMP1328,58,Female,IT,Manager,20833,5,1,3,3,No
EMP1329,34,Non-Binary,Sales,Manager,10700,1,4,3,1,No
EMP1330,49,Female,Research & Development,Laboratory Technician,8846,11,3,3,4,No
EMP1331,26,Male,Research & Development,Manufacturing Director,16219,0,3,3,1,No
EMP1332,34,Male,Sales,Sales Executive,6563,6,3,4,4,No
EMP1333,38,Male,IT,Data Analyst,8456,3,3,4,1,No
EMP1334,53,Male,Human Resources,Recruiter,8152,10,1,4,3,Yes
EMP1335,50,Male,IT,IT Support,4896,0,4,4,4,Yes
EMP1336,24,Male,Sales,Sales Representative,5718,5,1,2,3,No
EMP1337,55,Male,Sales,Sales Executive,5578,4,1,3,2,No
EMP1338,48,Female,Sales,Manager,13657,3,4,3,4,No
EMP1339,34,Male,Research & Development,Manufacturing Director,15790,3,2,3,4,No
EMP1340,54,Female,Human Resources,Recruiter,6913,6,2,4,4,Yes
EMP1341,27,Female,IT,Manager,16547,9,3,3,3,No
EMP1342,45,Male,Human Resources,Recruiter,4094,0,3,3,3,No
EMP1343,40,Male,Finance,Accountant,3045,0,4,2,3,No
EMP1344,37,Male,Human Resources,Manager,19358,8,3,4,2,No
EMP1345,49,Male,Research & Development,Laboratory Technician,4445,0,3,4,4,No
EMP1346,54,Female,Sales,Sales Executive,9396,21,4,2,3,No
EMP1347,34,Male,Research & Development,Laboratory Technician,7001,4,2,4,3,No
EMP1348,46,Male,Sales,Sales Representative,4455,5,2,3,3,No
EMP1349,57,Male,Sales,Manager,20054,1,3,2,4,Yes
EMP1350,48,Non-Binary,Research & Development,Laboratory Technician,6124,1,2,3,4,No
EMP1351,59,Female,IT,Manager,18798,5,4,3,3,No
EMP1352,28,Female,Sales,Manager,12965,10,4,2,3,No
EMP1353,26,Male,IT,Data Analyst,12564,8,1,3,4,Yes
EMP1354,52,Female,IT,Software Engineer,7728,1,1,4,3,No
EMP1355,44,Female,Research & Development,Research Scientist,8976,0,1,3,1,Yes
EMP1356,31,Female,Sales,Manager,13071,0,2,3,1,Yes
EMP1357,53,Non-Binary,Sales,Manager,16869,10,1,3,1,No
EMP1358,51,Male,Human Resources,Recruiter,5721,1,3,2,3,No
EMP1359,52,Female,Human Resources,Recruiter,4126,0,4,3,4,No
EMP1360,39,Female,IT,Software Engineer,11356,1,4,3,3,No
EMP1361,57,Male,Research & Development,Manager,16173,2,2,3,3,No
EMP1362,23,Male,Sales,Sales Representative,7404,5,2,2,4,Yes
EMP1363,35,Non-Binary,Sales,Sales Executive,8092,3,3,3,4,No
EMP1364,34,Male,Human Resources,Manager,12543,1,4,3,3,No
EMP1365,50,Male,Sales,Sales Representative,3506,2,4,4,2,No
EMP1366,33,Non-Binary,Research & Development,Manufacturing Director,13554,2,4,2,2,Yes
EMP1367,23,Female,Research & Development,Manager,14053,0,3,3,1,Yes
EMP1368,53,Male,Sales,Sales Representative,7801,0,3,1,2,No
EMP1369,34,Female,Sales,Sales Executive,4214,5,1,3,2,No
EMP1370,48,Male,Research & Development,Manager,15400,0,3,2,3,No
EMP1371,38,Male,Sales,Manager,17075,1,2,4,1,No
EMP1372,52,Male,Sales,Manager,14689,2,3,3,2,No
EMP1373,55,Female,Human Resources,Recruiter,8653,7,3,3,2,No
EMP1374,45,Male,IT,IT Support,4264,4,2,2,3,Yes
EMP1375,56,Female,Sales,Sales Executive,6372,5,1,3,3,No
EMP1376,27,Female,IT,Manager,17634,4,1,3,3,No
EMP1377,40,Male,Research & Development,Manufacturing Director,19783,5,1,2,2,No
EMP1378,51,Female,Research & Development,Manufacturing Director,16617,0,1,3,3,No
EMP1379,28,Male,IT,Manager,17150,10,1,4,1,No
EMP1380,31,Female,Human Resources,Recruiter,3883,0,2,3,2,Yes
EMP1381,53,Male,IT,IT Support,7558,2,2,4,4,Yes
EMP1382,55,Female,Sales,Sales Representative,4703,7,4,4,4,No
EMP1383,49,Male,Sales,Sales Representative,7891,2,2,4,3,No
EMP1384,36,Male,IT,IT Support,6133,14,1,3,4,No
EMP1385,51,Female,Research & Development,Research Scientist,9433,3,3,3,3,Yes
EMP1386,58,Male,Sales,Sales Representative,9506,10,4,3,1,No
EMP1387,50,Male,Human Resources,Manager,13931,8,3,3,4,No
EMP1388,43,Female,IT,Data Analyst,14361,19,2,4,1,Yes
EMP1389,25,Female,IT,Manager,11479,7,3,1,3,No
EMP1390,41,Female,Research & Development,Research Scientist,11963,11,4,3,2,No
EMP1391,53,Male,IT,Software Engineer,10031,6,4,3,3,Yes
EMP1392,57,Female,Sales,Sales Representative,5377,2,3,3,3,No
EMP1393,25,Male,Sales,Sales Executive,3732,0,4,3,3,Yes
EMP1394,48,Female,Research & Development,Manager,14976,5,4,3,2,No
EMP1395,38,Female,Sales,Manager,19459,19,3,2,3,No
EMP1396,33,Male,Research & Development,Manufacturing Director,12584,6,3,3,3,No
EMP1397,43,Male,Research & Development,Laboratory Technician,7724,13,3,3,4,No
EMP1398,38,Male,Research & Development,Research Scientist,12883,8,4,3,4,No
EMP1399,31,Male,Sales,Manager,17176,0,1,3,3,No
EMP1400,22,Male,Sales,Manager,19590,1,4,3,2,No
EMP1401,43,Male,Research & Development,Manufacturing Director,17005,2,1,3,4,No
EMP1402,47,Female,Research & Development,Laboratory Technician,5292,0,3,4,2,No
EMP1403,39,Male,IT,Manager,19176,4,4,4,2,Yes
EMP1404,35,Female,IT,Manager,14397,17,2,4,3,No
EMP1405,50,Male,Research & Development,Manager,16064,7,3,3,4,No
EMP1406,33,Female,IT,Data Analyst,8757,2,1,4,2,Yes
EMP1407,57,Female,Sales,Manager,15491,0,2,4,2,No
EMP1408,56,Male,Sales,Manager,11879,1,1,4,3,No
EMP1409,33,Male,IT,Manager,16315,3,2,1,2,No
EMP1410,28,Female,Research & Development,Research Scientist,9239,1,2,4,3,Yes
EMP1411,50,Male,Finance,Financial Analyst,11175,0,4,3,3,No
EMP1412,32,Female,Research & Development,Manager,15286,2,4,3,3,No
EMP1413,54,Male,IT,Software Engineer,8711,1,1,2,2,Yes
EMP1414,27,Female,Research & Development,Laboratory Technician,8327,9,4,3,2,Yes
EMP1415,36,Male,Research & Development,Manufacturing Director,16813,0,1,3,4,No
EMP1416,53,Female,Research & Development,Laboratory Technician,5745,0,1,3,4,Yes
EMP1417,32,Female,Human Resources,Manager,14090,0,1,2,2,Yes
EMP1418,44,Female,Research & Development,Research Scientist,6569,1,4,4,2,No
EMP1419,47,Male,Finance,Financial Analyst,10743,5,4,1,1,Yes
EMP1420,55,Female,Sales,Sales Executive,6204,6,1,3,3,Yes
EMP1421,55,Male,Sales,Sales Executive,5303,3,1,2,4,Yes
EMP1422,50,Female,Research & Development,Manager,18008,5,2,3,3,No
EMP1423,25,Male,Research & Development,Manager,13724,2,3,3,3,No
EMP1424,38,Female,IT,IT Support,4440,5,3,3,4,No
EMP1425,56,Male,Research & Development,Research Scientist,9257,0,2,3,4,No
EMP1426,34,Female,Research & Development,Manufacturing Director,10626,2,4,3,1,No
EMP1427,36,Female,Research & Development,Manufacturing Director,13801,7,2,2,2,Yes
EMP1428,50,Female,Research & Development,Laboratory Technician,9318,8,4,2,1,No
EMP1429,50,Male,IT,Software Engineer,8224,6,3,3,4,No
EMP1430,32,Male,Sales,Sales Executive,6691,1,3,4,4,No
EMP1431,53,Non-Binary,Research & Development,Laboratory Technician,7456,1,4,3,3,No
EMP1432,23,Male,Finance,Manager,11870,5,4,3,1,Yes
EMP1433,35,Male,IT,Software Engineer,9199,0,2,3,2,No
EMP1434,41,Female,Research & Development,Manufacturing Director,11745,0,2,3,2,Yes
EMP1435,43,Female,Research & Development,Laboratory Technician,3443,0,4,2,3,Yes
EMP1436,32,Male,Sales,Manager,16086,1,1,1,2,Yes
EMP1437,48,Female,Research & Development,Research Scientist,11790,1,1,3,1,No
EMP1438,24,Female,IT,Manager,18497,3,3,3,4,No
EMP1439,38,Male,Research & Development,Manufacturing Director,19264,3,4,2,2,Yes
EMP1440,49,Female,Sales,Manager,20471,11,4,3,3,Yes
EMP1441,50,Male,Sales,Sales Executive,3239,0,4,4,2,No
EMP1442,42,Male,Sales,Sales Executive,7852,1,3,3,4,No
EMP1443,37,Male,Sales,Manager,11389,4,1,3,3,Yes
EMP1444,58,Male,Sales,Manager,20352,4,3,4,4,No
EMP1445,41,Female,Research & Development,Laboratory Technician,5484,3,4,4,3,No
EMP1446,27,Male,Sales,Sales Executive,6916,8,1,3,4,No
EMP1447,40,Male,Sales,Manager,18503,0,1,3,4,No
EMP1448,26,Male,Research & Development,Manager,12676,8,1,2,3,No
EMP1449,24,Female,Sales,Sales Executive,3633,3,3,3,4,Yes
EMP1450,22,Female,Sales,Sales Representative,4841,0,4,3,3,No
EMP1451,59,Male,Research & Development,Manufacturing Director,16481,10,3,2,3,No
EMP1452,36,Male,Sales,Manager,19440,5,4,3,1,No
EMP1453,55,Female,Research & Development,Manufacturing Director,11134,0,1,2,3,Yes
EMP1454,56,Male,Sales,Sales Executive,7889,0,4,3,4,No
EMP1455,46,Male,IT,Manager,17017,0,4,3,4,No
EMP1456,45,Male,Finance,Accountant,4175,4,2,3,2,Yes
EMP1457,33,Female,Human Resources,HR Partner,3723,0,4,2,3,No
EMP1458,39,Male,Research & Development,Manufacturing Director,12113,1,2,2,2,No
EMP1459,36,Male,IT,Data Analyst,10297,0,4,3,3,No
EMP1460,37,Male,Research & Development,Manufacturing Director,13142,6,4,4,2,No
EMP1461,48,Non-Binary,Sales,Manager,15604,8,4,2,4,No
EMP1462,29,Male,Research & Development,Research Scientist,9744,7,3,3,2,Yes
EMP1463,46,Female,IT,IT Support,4331,0,1,4,2,No
EMP1464,38,Male,Research & Development,Laboratory Technician,9788,11,3,2,4,No
EMP1465,50,Male,Sales,Manager,11337,5,2,4,3,No
EMP1466,29,Female,Human Resources,Manager,19266,11,4,3,1,No
EMP1467,36,Male,IT,Software Engineer,8265,2,4,3,3,No
EMP1468,48,Female,Sales,Sales Representative,6537,2,4,3,1,No
EMP1469,28,Female,Research & Development,Research Scientist,8191,7,1,3,4,Yes
EMP1470,24,Female,Sales,Manager,13611,0,4,3,3,No
EMP1471,50,Male,Human Resources,HR Partner,7300,3,4,4,2,Yes
EMP1472,45,Female,Sales,Sales Executive,6316,9,4,3,3,No
EMP1473,24,Male,Research & Development,Research Scientist,11153,6,1,3,1,Yes
EMP1474,41,Female,IT,Software Engineer,14037,15,1,3,4,Yes
EMP1475,36,Female,Research & Development,Manager,13673,5,1,3,4,No
EMP1476,46,Female,Research & Development,Manager,12322,1,3,3,4,No
EMP1477,51,Male,Research & Development,Manufacturing Director,17082,0,3,3,3,No
EMP1478,35,Male,Sales,Manager,18850,3,4,3,3,Yes
EMP1479,28,Male,Research & Development,Laboratory Technician,6033,3,2,3,1,No
EMP1480,38,Female,Sales,Sales Executive,5262,1,2,3,3,No
EMP1481,41,Male,Research & Development,Research Scientist,7254,0,3,4,3,No
EMP1482,57,Male,Sales,Sales Representative,7488,4,4,3,3,No
EMP1483,30,Female,Research & Development,Research Scientist,11148,7,4,2,4,No
EMP1484,59,Female,Finance,Accountant,11930,24,4,3,2,Yes
EMP1485,43,Male,Finance,Manager,15657,7,3,3,1,No
EMP1486,23,Female,Research & Development,Manager,14029,5,3,3,1,No
EMP1487,45,Male,Sales,Sales Representative,6646,4,4,4,2,No
EMP1488,29,Male,Research & Development,Research Scientist,13190,11,3,3,1,No
EMP1489,32,Male,IT,Data Analyst,7470,5,2,3,3,No
EMP1490,34,Male,Sales,Manager,15835,9,1,3,3,No
EMP1491,38,Male,Finance,Financial Analyst,11699,14,1,2,2,No
EMP1492,29,Female,Research & Development,Manufacturing Director,21838,11,4,3,4,No
EMP1493,42,Male,Finance,Manager,14843,2,1,4,2,No
EMP1494,39,Male,IT,Data Analyst,10789,0,2,3,3,No
EMP1495,51,Female,IT,IT Support,3912,0,2,1,3,No
EMP1496,39,Male,Research & Development,Research Scientist,10242,0,3,3,3,No
EMP1497,52,Male,Sales,Manager,17541,0,2,3,4,No
EMP1498,59,Female,Research & Development,Manufacturing Director,11911,1,3,3,1,No
EMP1499,53,Female,Research & Development,Laboratory Technician,4074,2,1,4,3,No
EMP1500,32,Female,Sales,Manager,12039,3,1,3,4,No
EMP1501,46,Female,Research & Development,Manager,16813,6,3,4,3,No
EMP1502,54,Female,Research & Development,Laboratory Technician,6830,1,2,3,2,Yes
EMP1503,59,Male,Research & Development,Laboratory Technician,4685,5,2,3,3,No
EMP1504,29,Female,Research & Development,Research Scientist,8326,6,1,3,3,Yes
EMP1505,32,Male,Sales,Sales Executive,8016,4,4,2,4,No
EMP1506,43,Female,Finance,Financial Analyst,10666,11,3,4,1,No
EMP1507,45,Male,Sales,Sales Executive,5397,0,1,2,1,Yes
EMP1508,38,Female,Research & Development,Manager,17824,0,1,3,3,Yes
EMP1509,33,Male,Research & Development,Laboratory Technician,7537,2,4,4,2,No
EMP1510,53,Female,IT,IT Support,6438,0,3,3,2,No
EMP1511,36,Male,Sales,Sales Executive,7924,4,3,4,2,Yes
EMP1512,37,Female,Research & Development,Research Scientist,7365,2,4,3,2,No
EMP1513,43,Female,Research & Development,Research Scientist,7119,1,4,3,2,No
EMP1514,49,Male,Sales,Manager,18120,0,4,4,4,No
EMP1515,41,Female,Research & Development,Research Scientist,11313,2,3,1,2,No
EMP1516,54,Female,Finance,Manager,12308,4,3,4,2,No
EMP1517,31,Female,Finance,Accountant,5012,4,1,3,2,No
EMP1518,53,Male,Sales,Sales Representative,3871,0,4,4,4,Yes
EMP1519,54,Male,Sales,Sales Representative,7390,0,3,2,4,Yes
EMP1520,23,Male,Research & Development,Manager,10863,0,2,3,4,No
EMP1521,54,Male,Research & Development,Manufacturing Director,13055,0,4,4,2,No
EMP1522,54,Female,Sales,Sales Executive,8994,10,4,3,4,No
EMP1523,34,Male,Sales,Sales Executive,5682,0,4,3,3,No
EMP1524,51,Female,Finance,Financial Analyst,11890,6,4,4,2,No
EMP1525,54,Male,Finance,Financial Analyst,13278,10,4,3,3,No
EMP1526,34,Male,Sales,Sales Executive,3613,0,2,4,4,Yes
EMP1527,47,Female,Research & Development,Manager,12272,2,4,3,4,No
EMP1528,43,Female,Research & Development,Manufacturing Director,20923,16,4,2,4,No
EMP1529,23,Male,Sales,Sales Representative,8560,5,2,1,4,No
EMP1530,59,Male,Research & Development,Research Scientist,12175,3,1,3,2,No
EMP1531,47,Male,Research & Development,Laboratory Technician,7773,7,4,2,3,No
EMP1532,36,Male,IT,IT Support,7791,8,2,3,1,Yes
EMP1533,55,Male,Human Resources,Manager,19159,2,4,2,4,No
EMP1534,32,Male,Research & Development,Research Scientist,12333,11,1,1,2,Yes
EMP1535,24,Male,Research & Development,Manufacturing Director,10844,3,1,1,4,Yes
EMP1536,27,Female,Sales,Sales Representative,3620,3,3,4,3,No
EMP1537,30,Male,Research & Development,Research Scientist,13629,12,2,3,3,No
EMP1538,27,Male,Research & Development,Manager,20385,9,3,3,1,No
EMP1539,30,Male,Sales,Sales Executive,7214,2,3,4,3,No
EMP1540,52,Female,Sales,Sales Representative,5055,0,1,2,4,No
EMP1541,53,Female,Sales,Sales Executive,7315,4,1,4,1,Yes
EMP1542,33,Male,Finance,Financial Analyst,9575,6,2,3,3,No
EMP1543,29,Female,Sales,Sales Representative,5910,5,1,2,1,No
EMP1544,29,Male,Sales,Sales Executive,5489,11,4,3,3,No
EMP1545,49,Male,Research & Development,Research Scientist,13682,9,3,3,2,No
EMP1546,41,Male,Research & Development,Laboratory Technician,5958,2,1,3,2,No
EMP1547,28,Male,Sales,Manager,18552,0,3,4,4,No
EMP1548,32,Female,Finance,Accountant,5222,3,1,2,3,No
EMP1549,41,Female,IT,Software Engineer,11314,5,1,3,2,Yes
EMP1550,37,Male,Research & Development,Manager,13253,4,2,2,3,No
EMP1551,25,Female,Research & Development,Manager,12615,3,4,3,2,No
EMP1552,27,Female,Sales,Sales Representative,5640,3,4,3,2,No
EMP1553,43,Male,Research & Development,Manager,13000,1,4,4,3,No
EMP1554,47,Male,IT,Software Engineer,9170,1,2,2,2,Yes
EMP1555,24,Male,Sales,Sales Executive,4431,3,2,3,3,No
EMP1556,35,Male,Sales,Sales Representative,4793,0,3,3,3,No
