Employee ID,Age,Gender,Department,Job Role,Monthly Income,Years at Company,Job Satisfaction,Performance Rating,Work-Life Balance,Attrition,Tenure Group,Income Band,Attrition_Encoded,Gender_Encoded,Department_Encoded,JobRole_Encoded
EMP1510,53,Female,IT,IT Support,6438,0,3,3,2,No,0-2 Yrs,Medium (5k-10k),0,0,2,4
EMP1511,36,Male,Sales,Sales Executive,7924,4,3,4,2,Yes,3-5 Yrs,Medium (5k-10k),1,1,4,10
EMP1512,37,Female,Research & Development,Research Scientist,7365,2,4,3,2,No,0-2 Yrs,Medium (5k-10k),0,0,3,9
EMP1513,43,Female,Research & Development,Research Scientist,7119,1,4,3,2,No,0-2 Yrs,Medium (5k-10k),0,0,3,9
EMP1514,49,Male,Sales,Manager,18120,0,4,4,4,No,0-2 Yrs,Very High (15k+),0,1,4,6
EMP1515,41,Female,Research & Development,Research Scientist,11313,2,3,1,2,No,0-2 Yrs,High (10k-15k),0,0,3,9
EMP1516,54,Female,Finance,Manager,12308,4,3,4,2,No,3-5 Yrs,High (10k-15k),0,0,0,6
EMP1517,31,Female,Finance,Accountant,5012,4,1,3,2,No,3-5 Yrs,Medium (5k-10k),0,0,0,0
EMP1518,53,Male,Sales,Sales Representative,3871,0,4,4,4,Yes,0-2 Yrs,Low (<5k),1,1,4,11
EMP1519,54,Male,Sales,Sales Representative,7390,0,3,2,4,Yes,0-2 Yrs,Medium (5k-10k),1,1,4,11
EMP1520,23,Male,Research & Development,Manager,10863,0,2,3,4,No,0-2 Yrs,High (10k-15k),0,1,3,6
EMP1521,54,Male,Research & Development,Manufacturing Director,13055,0,4,4,2,No,0-2 Yrs,High (10k-15k),0,1,3,7
EMP1522,54,Female,Sales,Sales Executive,8994,10,4,3,4,No,6-10 Yrs,Medium (5k-10k),0,0,4,10
EMP1523,34,Male,Sales,Sales Executive,5682,0,4,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,4,10
EMP1524,51,Female,Finance,Financial Analyst,11890,6,4,4,2,No,6-10 Yrs,High (10k-15k),0,0,0,2
EMP1525,54,Male,Finance,Financial Analyst,13278,10,4,3,3,No,6-10 Yrs,High (10k-15k),0,1,0,2
EMP1526,34,Male,Sales,Sales Executive,3613,0,2,4,4,Yes,0-2 Yrs,Low (<5k),1,1,4,10
EMP1527,47,Female,Research & Development,Manager,12272,2,4,3,4,No,0-2 Yrs,High (10k-15k),0,0,3,6
EMP1528,43,Female,Research & Development,Manufacturing Director,20923,16,4,2,4,No,10+ Yrs,Very High (15k+),0,0,3,7
EMP1529,23,Male,Sales,Sales Representative,8560,5,2,1,4,No,3-5 Yrs,Medium (5k-10k),0,1,4,11
EMP1530,59,Male,Research & Development,Research Scientist,12175,3,1,3,2,No,3-5 Yrs,High (10k-15k),0,1,3,9
EMP1531,47,Male,Research & Development,Laboratory Technician,7773,7,4,2,3,No,6-10 Yrs,Medium (5k-10k),0,1,3,5
EMP1532,36,Male,IT,IT Support,7791,8,2,3,1,Yes,6-10 Yrs,Medium (5k-10k),1,1,2,4
EMP1533,55,Male,Human Resources,Manager,19159,2,4,2,4,No,0-2 Yrs,Very High (15k+),0,1,1,6
EMP1534,32,Male,Research & Development,Research Scientist,12333,11,1,1,2,Yes,10+ Yrs,High (10k-15k),1,1,3,9
EMP1535,24,Male,Research & Development,Manufacturing Director,10844,3,1,1,4,Yes,3-5 Yrs,High (10k-15k),1,1,3,7
EMP1536,27,Female,Sales,Sales Representative,3620,3,3,4,3,No,3-5 Yrs,Low (<5k),0,0,4,11
EMP1537,30,Male,Research & Development,Research Scientist,13629,12,2,3,3,No,10+ Yrs,High (10k-15k),0,1,3,9
EMP1538,27,Male,Research & Development,Manager,20385,9,3,3,1,No,6-10 Yrs,Very High (15k+),0,1,3,6
EMP1539,30,Male,Sales,Sales Executive,7214,2,3,4,3,No,0-2 Yrs,Medium (5k-10k),0,1,4,10
EMP1540,52,Female,Sales,Sales Representative,5055,0,1,2,4,No,0-2 Yrs,Medium (5k-10k),0,0,4,11
EMP1541,53,Female,Sales,Sales Executive,7315,4,1,4,1,Yes,3-5 Yrs,Medium (5k-10k),1,0,4,10
EMP1542,33,Male,Finance,Financial Analyst,9575,6,2,3,3,No,6-10 Yrs,Medium (5k-10k),0,1,0,2
EMP1543,29,Female,Sales,Sales Representative,5910,5,1,2,1,No,3-5 Yrs,Medium (5k-10k),0,0,4,11
EMP1544,29,Male,Sales,Sales Executive,5489,11,4,3,3,No,10+ Yrs,Medium (5k-10k),0,1,4,10
EMP1545,49,Male,Research & Development,Research Scientist,13682,9,3,3,2,No,6-10 Yrs,High (10k-15k),0,1,3,9
EMP1546,41,Male,Research & Development,Laboratory Technician,5958,2,1,3,2,No,0-2 Yrs,Medium (5k-10k),0,1,3,5
EMP1547,28,Male,Sales,Manager,18552,0,3,4,4,No,0-2 Yrs,Very High (15k+),0,1,4,6
EMP1548,32,Female,Finance,Accountant,5222,3,1,2,3,No,3-5 Yrs,Medium (5k-10k),0,0,0,0
EMP1549,41,Female,IT,Software Engineer,11314,5,1,3,2,Yes,3-5 Yrs,High (10k-15k),1,0,2,12
EMP1550,37,Male,Research & Development,Manager,13253,4,2,2,3,No,3-5 Yrs,High (10k-15k),0,1,3,6
EMP1551,25,Female,Research & Development,Manager,12615,3,4,3,2,No,3-5 Yrs,High (10k-15k),0,0,3,6
EMP1552,27,Female,Sales,Sales Representative,5640,3,4,3,2,No,3-5 Yrs,Medium (5k-10k),0,0,4,11
EMP1553,43,Male,Research & Development,Manager,13000,1,4,4,3,No,0-2 Yrs,High (10k-15k),0,1,3,6
EMP1554,47,Male,IT,Software Engineer,9170,1,2,2,2,Yes,0-2 Yrs,Medium (5k-10k),1,1,2,12
EMP1555,24,Male,Sales,Sales Executive,4431,3,2,3,3,No,3-5 Yrs,Low (<5k),0,1,4,10
EMP1556,35,Male,Sales,Sales Representative,4793,0,3,3,3,No,0-2 Yrs,Low (<5k),0,1,4,11
EMP1557,32,Male,Research & Development,Research Scientist,10092,2,4,4,4,No,0-2 Yrs,High (10k-15k),0,1,3,9
EMP1558,39,Male,Sales,Manager,20183,1,4,4,4,No,0-2 Yrs,Very High (15k+),0,1,4,6
EMP1559,33,Male,Finance,Financial Analyst,9641,4,1,3,2,No,3-5 Yrs,Medium (5k-10k),0,1,0,2
EMP1560,44,Female,Sales,Sales Representative,7690,0,1,4,3,Yes,0-2 Yrs,Medium (5k-10k),1,0,4,11
EMP1561,33,Female,IT,IT Support,6754,8,3,3,3,No,6-10 Yrs,Medium (5k-10k),0,0,2,4
EMP1562,34,Non-Binary,Research & Development,Manufacturing Director,19572,4,4,4,2,No,3-5 Yrs,Very High (15k+),0,2,3,7
EMP1563,46,Male,IT,Manager,17752,5,4,3,4,No,3-5 Yrs,Very High (15k+),0,1,2,6
EMP1564,40,Female,Research & Development,Research Scientist,13043,6,3,2,4,No,6-10 Yrs,High (10k-15k),0,0,3,9
EMP1565,57,Female,Research & Development,Laboratory Technician,6053,1,4,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,3,5
EMP1566,29,Female,IT,Manager,12836,3,3,3,3,No,3-5 Yrs,High (10k-15k),0,0,2,6
EMP1567,50,Male,Research & Development,Manager,17176,15,4,3,1,No,10+ Yrs,Very High (15k+),0,1,3,6
EMP1568,53,Female,Research & Development,Research Scientist,9555,7,4,3,3,No,6-10 Yrs,Medium (5k-10k),0,0,3,9
EMP1569,39,Male,Research & Development,Research Scientist,10744,17,4,3,4,Yes,10+ Yrs,High (10k-15k),1,1,3,9
EMP1570,27,Male,Human Resources,Recruiter,4545,6,2,4,3,No,6-10 Yrs,Low (<5k),0,1,1,8
EMP1571,39,Male,Research & Development,Manager,11886,0,1,1,2,Yes,0-2 Yrs,High (10k-15k),1,1,3,6
EMP1572,40,Female,Finance,Accountant,3554,0,3,3,3,No,0-2 Yrs,Low (<5k),0,0,0,0
EMP1573,43,Male,Sales,Sales Executive,7570,4,3,3,3,No,3-5 Yrs,Medium (5k-10k),0,1,4,10
EMP1574,58,Female,Research & Development,Manager,18791,2,4,4,3,No,0-2 Yrs,Very High (15k+),0,0,3,6
EMP1575,53,Female,IT,Manager,13140,1,1,4,3,No,0-2 Yrs,High (10k-15k),0,0,2,6
EMP1576,24,Male,Research & Development,Manager,14690,6,2,3,3,No,6-10 Yrs,High (10k-15k),0,1,3,6
EMP1577,49,Female,IT,IT Support,3706,2,4,3,4,Yes,0-2 Yrs,Low (<5k),1,0,2,4
EMP1578,31,Male,Finance,Financial Analyst,9275,1,1,3,4,Yes,0-2 Yrs,Medium (5k-10k),1,1,0,2
EMP1579,56,Non-Binary,Research & Development,Manufacturing Director,13456,9,2,3,1,No,6-10 Yrs,High (10k-15k),0,2,3,7
EMP1580,50,Male,Sales,Sales Executive,7492,9,2,3,4,Yes,6-10 Yrs,Medium (5k-10k),1,1,4,10
EMP1581,36,Male,Sales,Sales Representative,5164,2,3,4,3,No,0-2 Yrs,Medium (5k-10k),0,1,4,11
EMP1582,54,Female,Human Resources,Manager,11875,8,1,3,4,No,6-10 Yrs,High (10k-15k),0,0,1,6
EMP1583,28,Female,IT,Data Analyst,13071,9,4,2,4,No,6-10 Yrs,High (10k-15k),0,0,2,1
EMP1584,33,Female,Sales,Sales Representative,6761,2,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,4,11
EMP1585,51,Non-Binary,Sales,Sales Representative,4401,0,4,3,4,Yes,0-2 Yrs,Low (<5k),1,2,4,11
EMP1586,42,Female,Sales,Sales Representative,7733,0,3,1,2,No,0-2 Yrs,Medium (5k-10k),0,0,4,11
EMP1587,52,Female,IT,Data Analyst,8375,3,2,3,2,No,3-5 Yrs,Medium (5k-10k),0,0,2,1
EMP1588,45,Female,Research & Development,Research Scientist,9781,2,1,2,3,No,0-2 Yrs,Medium (5k-10k),0,0,3,9
EMP1589,41,Female,Research & Development,Manufacturing Director,19625,23,1,4,4,Yes,10+ Yrs,Very High (15k+),1,0,3,7
EMP1590,58,Male,Research & Development,Research Scientist,11450,7,3,3,4,No,6-10 Yrs,High (10k-15k),0,1,3,9
EMP1591,25,Female,IT,Software Engineer,10860,7,1,3,3,Yes,6-10 Yrs,High (10k-15k),1,0,2,12
EMP1592,49,Male,Research & Development,Research Scientist,10880,15,2,4,3,No,10+ Yrs,High (10k-15k),0,1,3,9
EMP1593,41,Female,Research & Development,Laboratory Technician,8835,10,3,3,3,No,6-10 Yrs,Medium (5k-10k),0,0,3,5
EMP1594,45,Female,Sales,Sales Executive,7478,1,2,1,4,No,0-2 Yrs,Medium (5k-10k),0,0,4,10
EMP1595,53,Female,Research & Development,Manufacturing Director,11844,0,1,3,3,No,0-2 Yrs,High (10k-15k),0,0,3,7
EMP1596,57,Female,Human Resources,HR Partner,7577,6,4,2,4,No,6-10 Yrs,Medium (5k-10k),0,0,1,3
EMP1597,55,Female,Finance,Accountant,3471,2,4,2,3,Yes,0-2 Yrs,Low (<5k),1,0,0,0
EMP1598,57,Male,Sales,Manager,17986,3,1,2,3,No,3-5 Yrs,Very High (15k+),0,1,4,6
EMP1599,23,Female,Sales,Manager,17662,4,1,3,3,No,3-5 Yrs,Very High (15k+),0,0,4,6
EMP1600,36,Male,Sales,Manager,19540,11,4,2,4,Yes,10+ Yrs,Very High (15k+),1,1,4,6
EMP1601,55,Male,Research & Development,Manufacturing Director,20268,2,1,3,3,No,0-2 Yrs,Very High (15k+),0,1,3,7
EMP1602,57,Male,IT,Software Engineer,8695,7,4,4,4,No,6-10 Yrs,Medium (5k-10k),0,1,2,12
EMP1603,27,Male,Sales,Sales Representative,4243,1,1,3,1,Yes,0-2 Yrs,Low (<5k),1,1,4,11
EMP1604,33,Male,Research & Development,Manufacturing Director,14042,5,4,4,3,No,3-5 Yrs,High (10k-15k),0,1,3,7
EMP1605,24,Female,Research & Development,Manager,10814,0,2,3,4,No,0-2 Yrs,High (10k-15k),0,0,3,6
EMP1606,39,Male,Sales,Manager,17622,10,4,3,4,No,6-10 Yrs,Very High (15k+),0,1,4,6
EMP1607,42,Male,Research & Development,Laboratory Technician,5194,0,2,3,4,No,0-2 Yrs,Medium (5k-10k),0,1,3,5
EMP1608,36,Male,Sales,Sales Executive,7700,6,3,2,1,No,6-10 Yrs,Medium (5k-10k),0,1,4,10
EMP1609,54,Male,Research & Development,Manufacturing Director,17332,0,1,2,1,No,0-2 Yrs,Very High (15k+),0,1,3,7
EMP1610,56,Female,Human Resources,HR Partner,3509,1,2,3,3,No,0-2 Yrs,Low (<5k),0,0,1,3
EMP1611,47,Male,Research & Development,Manager,17261,3,4,3,1,No,3-5 Yrs,Very High (15k+),0,1,3,6
EMP1612,29,Male,Sales,Sales Executive,5461,2,3,3,4,No,0-2 Yrs,Medium (5k-10k),0,1,4,10
EMP1613,57,Male,Finance,Financial Analyst,10427,1,4,4,2,No,0-2 Yrs,High (10k-15k),0,1,0,2
EMP1614,51,Male,Research & Development,Research Scientist,8277,2,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP1615,44,Male,IT,IT Support,7002,6,4,3,1,No,6-10 Yrs,Medium (5k-10k),0,1,2,4
EMP1616,35,Male,Sales,Manager,13486,5,3,3,3,No,3-5 Yrs,High (10k-15k),0,1,4,6
EMP1617,35,Female,Sales,Sales Executive,7835,0,4,4,3,No,0-2 Yrs,Medium (5k-10k),0,0,4,10
EMP1618,23,Female,Sales,Sales Executive,7745,5,4,4,1,No,3-5 Yrs,Medium (5k-10k),0,0,4,10
EMP1619,58,Male,Sales,Sales Representative,3794,0,2,4,3,No,0-2 Yrs,Low (<5k),0,1,4,11
EMP1620,26,Non-Binary,Research & Development,Laboratory Technician,7614,3,4,3,3,No,3-5 Yrs,Medium (5k-10k),0,2,3,5
EMP1621,59,Male,Finance,Accountant,7553,1,4,3,4,No,0-2 Yrs,Medium (5k-10k),0,1,0,0
EMP1622,35,Male,Research & Development,Manufacturing Director,16153,4,2,3,2,Yes,3-5 Yrs,Very High (15k+),1,1,3,7
EMP1623,46,Non-Binary,Sales,Sales Representative,6607,1,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,2,4,11
EMP1624,41,Male,Research & Development,Manager,14974,20,1,4,4,No,10+ Yrs,High (10k-15k),0,1,3,6
EMP1625,23,Female,Sales,Manager,19439,1,4,1,4,No,0-2 Yrs,Very High (15k+),0,0,4,6
EMP1626,27,Male,Research & Development,Manufacturing Director,14437,1,1,4,4,No,0-2 Yrs,High (10k-15k),0,1,3,7
EMP1627,38,Male,Research & Development,Manufacturing Director,17448,1,1,2,4,Yes,0-2 Yrs,Very High (15k+),1,1,3,7
EMP1628,46,Male,IT,IT Support,9569,11,3,4,3,No,10+ Yrs,Medium (5k-10k),0,1,2,4
EMP1629,49,Female,Finance,Accountant,8029,5,3,3,3,No,3-5 Yrs,Medium (5k-10k),0,0,0,0
EMP1630,23,Female,Sales,Sales Executive,4464,5,4,3,2,No,3-5 Yrs,Low (<5k),0,0,4,10
EMP1631,56,Female,Research & Development,Research Scientist,13727,12,4,3,3,No,10+ Yrs,High (10k-15k),0,0,3,9
EMP1632,58,Male,Finance,Financial Analyst,13815,12,3,3,4,No,10+ Yrs,High (10k-15k),0,1,0,2
EMP1633,26,Male,IT,Data Analyst,7487,6,1,3,3,No,6-10 Yrs,Medium (5k-10k),0,1,2,1
EMP1634,22,Male,Research & Development,Research Scientist,9395,1,4,3,4,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP1635,33,Male,Finance,Accountant,5675,9,3,1,4,No,6-10 Yrs,Medium (5k-10k),0,1,0,0
EMP1636,57,Female,Sales,Sales Representative,5192,1,3,2,2,No,0-2 Yrs,Medium (5k-10k),0,0,4,11
EMP1637,44,Male,Finance,Accountant,7125,6,2,2,4,No,6-10 Yrs,Medium (5k-10k),0,1,0,0
EMP1638,52,Female,Sales,Sales Executive,5120,5,3,3,3,No,3-5 Yrs,Medium (5k-10k),0,0,4,10
EMP1639,32,Female,Research & Development,Manager,16710,7,2,4,2,No,6-10 Yrs,Very High (15k+),0,0,3,6
EMP1640,31,Male,IT,Software Engineer,7046,3,4,4,4,No,3-5 Yrs,Medium (5k-10k),0,1,2,12
EMP1641,24,Female,Sales,Sales Executive,6832,5,3,3,3,No,3-5 Yrs,Medium (5k-10k),0,0,4,10
EMP1642,35,Male,Research & Development,Manufacturing Director,19627,15,4,3,4,No,10+ Yrs,Very High (15k+),0,1,3,7
EMP1643,37,Male,Research & Development,Laboratory Technician,5896,0,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,3,5
EMP1644,31,Male,Finance,Manager,10921,1,2,3,3,No,0-2 Yrs,High (10k-15k),0,1,0,6
EMP1645,50,Female,IT,Manager,12963,4,4,3,4,No,3-5 Yrs,High (10k-15k),0,0,2,6
EMP1646,31,Male,Human Resources,Recruiter,8182,13,3,3,3,No,10+ Yrs,Medium (5k-10k),0,1,1,8
EMP1647,33,Male,Research & Development,Research Scientist,7351,0,2,2,3,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP1648,51,Male,IT,Data Analyst,9980,0,3,1,2,No,0-2 Yrs,Medium (5k-10k),0,1,2,1
EMP1649,22,Male,Research & Development,Laboratory Technician,7502,0,2,2,4,No,0-2 Yrs,Medium (5k-10k),0,1,3,5
EMP1650,26,Female,Research & Development,Manufacturing Director,11725,0,4,3,1,No,0-2 Yrs,High (10k-15k),0,0,3,7
EMP1651,41,Female,Human Resources,Recruiter,5893,11,3,2,4,Yes,10+ Yrs,Medium (5k-10k),1,0,1,8
EMP1652,29,Male,Research & Development,Research Scientist,10613,6,4,2,3,No,6-10 Yrs,High (10k-15k),0,1,3,9
EMP1653,33,Male,Sales,Sales Representative,4494,5,1,3,3,No,3-5 Yrs,Low (<5k),0,1,4,11
EMP1654,22,Female,Sales,Sales Representative,4547,3,2,2,4,No,3-5 Yrs,Low (<5k),0,0,4,11
EMP1655,41,Male,Sales,Sales Representative,4422,7,4,2,2,Yes,6-10 Yrs,Low (<5k),1,1,4,11
EMP1656,49,Female,IT,IT Support,4128,0,4,4,3,Yes,0-2 Yrs,Low (<5k),1,0,2,4
EMP1657,58,Male,Research & Development,Manager,10957,2,1,1,4,No,0-2 Yrs,High (10k-15k),0,1,3,6
EMP1658,58,Male,Human Resources,Recruiter,5216,3,2,3,4,Yes,3-5 Yrs,Medium (5k-10k),1,1,1,8
EMP1659,33,Male,Research & Development,Laboratory Technician,6730,0,2,3,3,No,0-2 Yrs,Medium (5k-10k),0,1,3,5
EMP1660,58,Male,Sales,Manager,15741,2,3,3,3,No,0-2 Yrs,Very High (15k+),0,1,4,6
EMP1661,49,Female,Research & Development,Manufacturing Director,17198,1,4,3,4,No,0-2 Yrs,Very High (15k+),0,0,3,7
EMP1662,36,Male,IT,IT Support,4656,0,4,3,4,Yes,0-2 Yrs,Low (<5k),1,1,2,4
EMP1663,27,Female,Research & Development,Manager,14173,0,3,4,4,No,0-2 Yrs,High (10k-15k),0,0,3,6
EMP1664,41,Female,Finance,Manager,16841,7,4,3,3,No,6-10 Yrs,Very High (15k+),0,0,0,6
EMP1665,35,Male,Research & Development,Research Scientist,6806,0,3,4,4,No,0-2 Yrs,Medium (5k-10k),0,1,3,9
EMP1666,23,Female,Research & Development,Research Scientist,10312,5,1,3,3,No,3-5 Yrs,High (10k-15k),0,0,3,9
EMP1667,30,Male,Research & Development,Laboratory Technician,7863,0,3,4,1,No,0-2 Yrs,Medium (5k-10k),0,1,3,5
EMP1668,58,Male,Finance,Financial Analyst,8053,8,4,3,3,Yes,6-10 Yrs,Medium (5k-10k),1,1,0,2
EMP1669,41,Female,IT,Data Analyst,11175,11,4,4,2,No,10+ Yrs,High (10k-15k),0,0,2,1
EMP1670,47,Male,Sales,Sales Executive,8124,14,3,3,2,No,10+ Yrs,Medium (5k-10k),0,1,4,10
EMP1671,50,Female,Research & Development,Manager,21639,10,3,3,2,No,6-10 Yrs,Very High (15k+),0,0,3,6
EMP1672,22,Male,Research & Development,Manufacturing Director,15795,1,4,3,1,No,0-2 Yrs,Very High (15k+),0,1,3,7
EMP1673,56,Female,Human Resources,Manager,16384,2,3,4,3,No,0-2 Yrs,Very High (15k+),0,0,1,6
EMP1674,27,Female,Sales,Sales Executive,5911,2,2,4,1,Yes,0-2 Yrs,Medium (5k-10k),1,0,4,10
EMP1675,58,Female,IT,Software Engineer,8871,0,4,3,2,No,0-2 Yrs,Medium (5k-10k),0,0,2,12
EMP1676,26,Female,Finance,Accountant,3362,0,4,3,1,No,0-2 Yrs,Low (<5k),0,0,0,0
EMP1677,54,Female,Sales,Sales Representative,8454,10,2,3,1,No,6-10 Yrs,Medium (5k-10k),0,0,4,11
EMP1678,35,Female,IT,Data Analyst,9598,4,3,3,2,No,3-5 Yrs,Medium (5k-10k),0,0,2,1
EMP1679,33,Female,Sales,Manager,15420,4,3,2,3,No,3-5 Yrs,Very High (15k+),0,0,4,6
EMP1680,41,Male,Sales,Manager,15855,13,1,3,4,No,10+ Yrs,Very High (15k+),0,1,4,6
EMP1681,45,Male,Sales,Manager,12217,5,4,4,4,No,3-5 Yrs,High (10k-15k),0,1,4,6
EMP1682,55,Male,Sales,Manager,12485,5,3,2,4,No,3-5 Yrs,High (10k-15k),0,1,4,6
EMP1683,46,Non-Binary,IT,Data Analyst,9503,7,4,3,2,No,6-10 Yrs,Medium (5k-10k),0,2,2,1
EMP1684,50,Male,Sales,Manager,15349,0,1,3,2,No,0-2 Yrs,Very High (15k+),0,1,4,6
EMP1685,52,Male,Sales,Manager,17595,2,3,2,1,No,0-2 Yrs,Very High (15k+),0,1,4,6
EMP1686,44,Male,Sales,Manager,21150,17,1,3,4,Yes,10+ Yrs,Very High (15k+),1,1,4,6
EMP1687,59,Female,Sales,Manager,18479,12,4,3,1,No,10+ Yrs,Very High (15k+),0,0,4,6
EMP1688,41,Female,Sales,Sales Executive,6207,10,3,2,3,No,6-10 Yrs,Medium (5k-10k),0,0,4,10
EMP1689,44,Male,Research & Development,Manager,20240,3,3,4,2,No,3-5 Yrs,Very High (15k+),0,1,3,6
EMP1690,37,Male,Sales,Sales Representative,6307,9,1,4,2,No,6-10 Yrs,Medium (5k-10k),0,1,4,11
EMP1691,29,Female,IT,Data Analyst,7003,0,2,3,4,No,0-2 Yrs,Medium (5k-10k),0,0,2,1
EMP1692,42,Male,IT,IT Support,3925,0,1,2,4,No,0-2 Yrs,Low (<5k),0,1,2,4
EMP1693,22,Male,Sales,Sales Executive,8351,2,2,3,4,No,0-2 Yrs,Medium (5k-10k),0,1,4,10
EMP1694,29,Female,IT,Data Analyst,6683,3,3,3,3,No,3-5 Yrs,Medium (5k-10k),0,0,2,1
EMP1695,50,Female,Sales,Sales Representative,6942,1,3,3,4,No,0-2 Yrs,Medium (5k-10k),0,0,4,11
EMP1696,53,Male,Sales,Manager,14327,2,3,1,3,No,0-2 Yrs,High (10k-15k),0,1,4,6
EMP1697,59,Female,Sales,Manager,19734,0,3,3,4,No,0-2 Yrs,Very High (15k+),0,0,4,6
EMP1698,26,Female,Research & Development,Laboratory Technician,4585,3,2,4,2,No,3-5 Yrs,Low (<5k),0,0,3,5
EMP1699,43,Male,Research & Development,Laboratory Technician,8631,7,2,3,3,No,6-10 Yrs,Medium (5k-10k),0,1,3,5
EMP1700,55,Non-Binary,IT,Manager,16302,5,1,3,3,Yes,3-5 Yrs,Very High (15k+),1,2,2,6
EMP1701,22,Female,Research & Development,Research Scientist,11828,0,4,4,3,No,0-2 Yrs,High (10k-15k),0,0,3,9
EMP1702,47,Female,Human Resources,Recruiter,4508,3,3,3,4,No,3-5 Yrs,Low (<5k),0,0,1,8
EMP1703,31,Female,Sales,Sales Representative,6908,5,1,3,4,No,3-5 Yrs,Medium (5k-10k),0,0,4,11
EMP1704,51,Male,IT,IT Support,8285,3,1,3,3,Yes,3-5 Yrs,Medium (5k-10k),1,1,2,4
EMP1705,39,Male,Sales,Sales Representative,6137,2,4,4,3,No,0-2 Yrs,Medium (5k-10k),0,1,4,11
EMP1706,38,Male,Sales,Manager,13386,4,4,3,3,No,3-5 Yrs,High (10k-15k),0,1,4,6
EMP1707,47,Male,Sales,Sales Representative,7543,17,3,4,4,Yes,10+ Yrs,Medium (5k-10k),1,1,4,11
EMP1708,29,Male,Sales,Sales Representative,4331,0,3,3,3,Yes,0-2 Yrs,Low (<5k),1,1,4,11
EMP1709,33,Female,Research & Development,Laboratory Technician,6748,2,2,3,1,No,0-2 Yrs,Medium (5k-10k),0,0,3,5
EMP1710,48,Female,IT,Software Engineer,7953,2,4,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,2,12
EMP1711,29,Female,Sales,Manager,12606,4,4,3,1,Yes,3-5 Yrs,High (10k-15k),1,0,4,6
EMP1712,46,Female,Human Resources,HR Partner,5100,0,2,3,4,No,0-2 Yrs,Medium (5k-10k),0,0,1,3
EMP1713,25,Female,Research & Development,Laboratory Technician,3805,0,4,3,3,No,0-2 Yrs,Low (<5k),0,0,3,5
EMP1714,54,Male,IT,Manager,14347,1,4,3,3,No,0-2 Yrs,High (10k-15k),0,1,2,6
EMP1715,22,Male,Sales,Sales Executive,6575,4,2,3,4,No,3-5 Yrs,Medium (5k-10k),0,1,4,10
EMP1716,40,Male,Research & Development,Manufacturing Director,11271,6,3,4,1,No,6-10 Yrs,High (10k-15k),0,1,3,7
EMP1717,52,Female,Finance,Accountant,4027,5,1,2,2,Yes,3-5 Yrs,Low (<5k),1,0,0,0
EMP1718,37,Male,Research & Development,Research Scientist,8068,8,1,4,3,No,6-10 Yrs,Medium (5k-10k),0,1,3,9
EMP1719,35,Female,Research & Development,Manager,13983,0,4,3,2,Yes,0-2 Yrs,High (10k-15k),1,0,3,6
EMP1720,26,Male,Sales,Sales Executive,5363,8,2,2,3,Yes,6-10 Yrs,Medium (5k-10k),1,1,4,10
EMP1721,47,Female,Sales,Manager,17855,4,4,3,4,No,3-5 Yrs,Very High (15k+),0,0,4,6
EMP1722,49,Female,Research & Development,Research Scientist,7824,2,4,3,4,No,0-2 Yrs,Medium (5k-10k),0,0,3,9
EMP1723,23,Female,Human Resources,Manager,14832,5,1,3,4,Yes,3-5 Yrs,High (10k-15k),1,0,1,6
EMP1724,27,Non-Binary,Sales,Sales Representative,9515,8,3,3,4,No,6-10 Yrs,Medium (5k-10k),0,2,4,11
EMP1725,30,Female,Research & Development,Manager,21667,9,4,2,3,No,6-10 Yrs,Very High (15k+),0,0,3,6
EMP1726,54,Female,Research & Development,Laboratory Technician,3559,0,4,4,2,No,0-2 Yrs,Low (<5k),0,0,3,5
EMP1727,46,Female,Research & Development,Research Scientist,13874,17,4,1,2,No,10+ Yrs,High (10k-15k),0,0,3,9
EMP1728,34,Female,Research & Development,Laboratory Technician,10031,16,2,3,4,No,10+ Yrs,High (10k-15k),0,0,3,5
EMP1729,30,Female,IT,Data Analyst,8318,2,3,3,3,No,0-2 Yrs,Medium (5k-10k),0,0,2,1
EMP1730,34,Male,Research & Development,Research Scientist,11171,0,3,3,2,No,0-2 Yrs,High (10k-15k),0,1,3,9
EMP1731,52,Male,IT,Manager,10078,0,4,3,3,No,0-2 Yrs,High (10k-15k),0,1,2,6
EMP1732,32,Female,Sales,Sales Representative,10729,14,2,3,3,No,10+ Yrs,High (10k-15k),0,0,4,11
EMP1733,25,Male,Sales,Sales Executive,7447,4,4,3,3,No,3-5 Yrs,Medium (5k-10k),0,1,4,10
EMP1734,55,Male,Sales,Manager,11431,2,2,3,4,No,0-2 Yrs,High (10k-15k),0,1,4,6
EMP1735,59,Non-Binary,Sales,Manager,17581,1,4,2,3,No,0-2 Yrs,Very High (15k+),0,2,4,6
EMP1736,25,Female,Sales,Manager,12272,1,3,3,4,No,0-2 Yrs,High (10k-15k),0,0,4,6
